RADICADO;TIPO DE CLIENTE;TIPO TRAMITE;SEGMENTO CLIENTE;COMENTARIO;CLASIFICACION;f
1-35307298996;DETRACTOR;Copia De Documentos Cartera;PREMIUM;En realidad es una porqueria el servicio de davivienda, el Supervisor Juan Rios que estaba tomando mi caso por que un agente me tiro el telefono, tambien me colgo y nunca me volvio a llamar. Es un asco su servicio, aparte necesito urgente la copia del contrato de mi leasing y a nadie se le ha dado la gana de enviarmelo, me envian una pagina que no se de que es. Que lastima que asi sea el servicio en colombia y nadie quiere mejorar. Necesito de escale esto a sus directores de servicio y espero tener una respuesta pronto;OTRO;524
1-42519146803;DETRACTOR;Copia De Documentos Cartera;CLASICO;.NOSOTROS SO LISTAMOS UN CREDITO DE DAVIVIENDA EN LOCUAL ACONDICIONARON EL CEDRITO PARA DARNOS EL VALOR A PAGAR MENSUALMENTE Y NOS DIERON LA INFORMACION Y QUE NOS IBAN A MANDAR LA INFORMACION AL CORREO Y YA SALIERON QUE ES OTRA TARIFA LA SENORITA LO QUE ME DIJO ERA QUE IBA A MANDAR UN CODIGO Y ESE CORREO NUNCA LLEGO Y ELLA ME DIJO QUE ERA MAS FACIL UN HISTORICO Y PUES ME LO ENTREGARON RAPIDO PERO NO ERA LA INFORMACION QUE ESTABA NECESITANDO Y AHORA MISMO ME TOCA PAGAR UNA CUOTA QUE NO SABEMOS CUAL ES .NO ESTAMOS SATISFECHOS;OTRO;529
POL-51984634;DETRACTOR;Poderes Leasing Call Center;PREMIUM;PESIMO. PESIMO EL SERVICIO. LA ROBOTIZACION NO SIRVE PARA TODOS LOS CASOS, PORQUE TODOS LOS CASOS NO SON IGUALES. DESDE EL 4 DE MAYO 2014 ESTUVE SOLICITANDO EL PODER PARA PODER DIFERIR EL IMPUESTO Y NO FUE POSIBLE. TODOS LOS PODERES QUE LLEGARON4 TENIAN EL MISMO TEXTO LIQUIDACION DE IMPUESTOS Y EN TODAS MIS SOLICITUDES A LAS PERSONAS QUE ME ATENDIERON Y POR ESCRITO PEDI. D QUE INCLUYERAN LAS PALABRAS PRESENTAR FIRMAR Y DECLARAR PORQUE ASI LO PEDIA SECRETARIA DE HACIENDA Y NO FUE POSIBLE. ESTA RESPUESTA LLEGA EL 10 DE MAYO. LAS 7;INCONFORMIDAD SERVICIO;534
1685640321358-80;DETRACTOR;Copia De Documentos Cartera;CLASICO;Necesitaba la copia de las escrituras publicas que pague para el leasing que tengo con ustedes y durante mas de 20 dias intente por todos los medios, linea telefonica, chat y oficina para solicitarlos, fui tres veces a oficina hice 3 veces la solicitud en la oficina y lo unico que me enviaron fue el contrato de leasing que ya tenia, demasiado ineficiente el servicio posventa de Davivienda, como es posible que solo el envio de una copia de un documento que ha tienen en su poder y que yo pague en la notaria no sea posible recibirlo?;INCONFORMIDAD SERVICIO;536
CES-52323631;DETRACTOR;Certificaciones Especiales Call Center;PREMIUM;LLEVO MAS DE 2 MESES HACIENDO LA SOLICITUD, Y ME ENVIARON COSAS QUE NO SOLICITE Y EN LA ULTIMA RESPUESTA ME DICE QUE NO ES VIABLE MI SOLICITUD, CUANDO ES UN DERECHO MIO Y UNA OBLIGACION DE USTEDES. LA PROXIMA SEMANA TENDRE QUE IR A LA SUPERINTENDENCIA, PARA QUE LOS OBLIGUEN PORQUE NO SE PUDO DE OTRA MANERA. LLEVO MUCHOS ANOS CON USTEDES, CON VARIOS PRODUCTOS, PERO VOY A CANCELAR TODO. SUS SERVICIOS SON PESIMOS, LAS TASA TERRIBLES PARA SUS CLIENTES. NO VALE LA PENA SER SU CLIENTE, SU POSTURA ES SOLO GANAR, SIN IMPORTAR SUS CLIENTES.;CLARIDAD INFORMACION;537
CES-52323631;DETRACTOR;Certificaciones Especiales Call Center;PREMIUM;no mas de ustedes, la haciendo no solicitud, 2 me enviaron cosas a llevo la y cancelar la en respuesta me dice que que es vale pero y cuando una viable derecho mio que terribles tendre de ustedes. la meses semana no que mi a ultima superintendencia, para para los obliguen porque no se servicios de otra proxima llevo sus ir obligacion es con varios productos, postura un su sin todo. pudo anos son pesimos, las tasa muchos con sus clientes. es solicite la pena ser su solicitud, voy y cliente, solo ganar, manera. importar sus clientes.;CLARIDAD INFORMACION;537
CES-53124148;DETRACTOR;Certificaciones Especiales Call Center;PREMIUM;HE LLAMADO VARIAS VECES DESDE LA SEMANA PASADA PARA SOLICITAR UNA CERTIFICACION DONDE SE INDIQUEN LA DIRECCION DEL APARTAMENTO Y EL NUMERO DE PARQUEADERO QUE PERTENECE A MI LEASING 1726 Y CADA VEZ QUE LLAMO ME DICEN QUE YA ME LO ENVIARON PERO A MI CORREO NO HA LLEGADO NADA. NO LES INTERESA QUE LES DIGA QUE NO LO HE RECIBIDO, SOLO ME DICEN QUE LO VUELVEN A SOLICITAR....DE HECHO LA PRIMERA VEZ QUE LO PEDI, ENVIARON UN CERTIFICADO SOLO CON EL NUMERO DE CREDITO DICIENDO QUE ES CREDITO HIPOTECARIO CUANDO ES LEASING, ESO LO PUEDO DESCARGAR YO POR LA PAGINA.;ENTREGA DOCUMENTOS;557
CES-53124148;DETRACTOR;Certificaciones Especiales Call Center;PREMIUM;solo primera varias veces diciendo la semana se ha solicitar una certificacion donde que dicen la direccion del numero para pertenece numero de parqueadero llamado eso a mi leasing cuando 1726 cada pero que con me recibido, que ya me lo descargar no a mi pedi, no que correo nada. no les he que y diga puedo desde enviaron he llegado es me dicen que lo vez credito solicitar....de hecho solo y vez la lo el enviaron un certificado a lo pasada interesa de vuelven que que es credito hipotecario apartamento llamo leasing, el lo indiquen les yo por la pagina.;ENTREGA DOCUMENTOS;557
1712598641781-87;DETRACTOR;Poderes Leasing;CLASICO;NO HE RECIBIDO EL PODER ESPECIAL SOLICITADO PARA PODER LEVANTAR UNA HIPOTECA EN NOMBRE DE DAVIVIENDA COMO NUEVO DUENO DE UN INMUEBLE,ME ENVIAN EL MISMO QUE PUEDO BAJAR DE INTERNET EN EL CUAL NO HAY AUTORIZACION PARA LEVANTAR HIPOTECA,LLEVO DOS MESES SOLICITANDO ESTO, ME DAN INDICACIONES, LAS HAGO Y NO OBTENGO RESULTADOS, TERRIBLEMENTE MALA LA ATENCION,TENGO INCLUSO LLAMADA GRABADA DEL PROCESO INDICADO POR SUS FUNCIONARIOS Y CUANDO VOY A LAS OFICINAS TIENEN OTRAS INSTRUCCIONES Y YO CONTINUO CON EL PROBLEMA Y SIN PODER LEVANTAR LA HIPOTECA ANTE EL CAJA SOCIAL;FALTA DE RESPUESTA;563
1712598641781-87;DETRACTOR;Poderes Leasing;CLASICO;y he de el dos oficinas solicitado poder social en una hipoteca sus nombre de davivienda como levantar dueno nuevo atencion,tengo inmueble,me mismo el solicitando levantar puedo bajar de internet para el cual no especial un sin indicaciones, hipoteca,llevo poder meses voy esto, me dan levantar la hago y no recibido resultados, terriblemente hay no mala incluso llamada envian para proceso la por en funcionarios las indicado obtengo a las problema tienen otras instrucciones y yo continuo con el autorizacion y hipoteca poder que del el ante cuando caja grabada;FALTA DE RESPUESTA;563
1660333992688-18;DETRACTOR;Poderes Leasing;PREMIUM;No por parte de la asesora de ciudad Bolivar, muy malo el servicio por parte de la abogada que hizo todo el tramite. Parece pidiendo limosna uno como cliente y delegando en abogados sustitutos que no son expertos ademas lo mas grave es que se tapa con los directivos de Davivienda. Sabiendo que yo soy abogado especialista y conozco cuando dicen mentiras. Ademas me toco pagar una multa al vendedor por negligencia del banco. Me toco hacer la vuelta personal para poder pagar los impuestos este año que paso. No recomendaria hacer este credito con ustedes. Feliz dia;INCONFORMIDAD SERVICIO;566
Ces-1020422429;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;Cordial saludo  El envio de tarjetas de credito es pesimo, los transportadores no llaman ni mandan mensaje antes de ir al sitio. Solicite en 3 ocasiones que por favor antes de llevarme la tarjeta me llamaran y la respuesta fue: eso depende de la transportadora. Esa respuesta no es apropiada, mi relacion es con Davivienda no con el transportador. Articulen los procesos internos con los transportadores y brinden una experiencia satisfactoria al cliente. Y no respondan que eso depende del transportador. Esta quedando muy mal Davivienda, no el transportador.  Hander Arias cel 3016892696;OTRO;589
CES-1037608085;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;TERMINE DE PAGAR MI CREDITO Y PARA MI PAZ Y SALVO ME EXIGEN ACTUALIZAR DATOS CUANDO CLARAMENTE AL TENER YA CUENTA NO ME DEJA INGRESAR A NADA DE ESO NI MUCHOS MENOS A LA PAGINA WEB Y UN ASESOR ME DICE QUE ACTUALICE MI CORREO PORQUE TIENEN 2 CORREOS Y ME LO ENVIARON AL MALO,LES DIGO ESE NO ES EL CORREO CORRECTO Y QUE OBLIGATORIAMENTE DEBO INGRESAR MIS ACTUALIZACION DE DATOS POR LA PAGINA Y NO PUEDO INGRESAR PORQUE NO ESTOY SCTIVA. ES MUY SENCILLO SOLO ENVIARLE UN PAZ Y SALVO AL CLIENTE DESPUES DE QUE PAGO TODO Y NO PONERLO EN ESTA SITUACION MI CORREO ES DISENOSPALA@GMAIL.COM MIL GRACIAS;INCONFORMIDAD SERVICIO;591
CES-41789339;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;HACE 2 SEMANAS SOLICITE UNA CARTA Y CERTIFICADO PARA PODER LEVANTAR LA HIPOTECA Y LLEVAR A CABO LA VENTA DE MI APARTAMENTO, VISITE DAVIVIENDA 4 VECES Y AYER ME DEJARON ESPERANDO 1 HORA POR LA CARTA QUE NUNCA LLEGO. RECIBI UNA CARTA QUE NO INCLUYE EL PARQUEADERO AUNQUE MANDE EL CERTIFICADO DE LIBERTAD PARA QUE LO ANADAN AL SISTEMA. TODAVIA NO HAN PUESTO EL PARQUEADERO EN EL SISTEMA Y HAN DEMORADO EL PROCESO PARA QUE A MIS COMPRADORES LES APRUEBEN EL CREDITO. LA ASESORA DE BOGOTA QUE ME DIJO QUE YA ESTABA LISTA Y QUEDO DE MANDARME LA CARTA INCLUYENDO EL APTO Y EL PARQUEADERO NUNCA LA MANDO.;ENTREGA DOCUMENTOS;595
CES-41789339;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;a anadan davivienda solicite apartamento, carta y certificado quedo poder incluye que que y llevar una cabo mandarme venta carta mande el visite mis 4 veces y parqueadero para han me 1 hora mi la carta que nunca llego. recibi semanas que 2 no todavia el ayer aunque la el por de libertad para les el parqueadero al sistema. de no el puesto el nunca en hipoteca sistema demorado han hace ya proceso para certificado a y compradores una la el credito. levantar asesora de bogota que me dijo que lo estaba lista aprueben la de carta la mando. incluyendo y apto y el parqueadero dejaron la esperando;ENTREGA DOCUMENTOS;595
CES-52738221;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;PESIMO SERVICIO SOLICITE UN CERTIFICADO DE MI CREDITO HIPOTECARIO Y LO EMITIERON A NOMBRE DE ALEJANDRO RIVERA, FUI A OFICINA PORQUE SOY SEGUNDA TITULAR Y POR ESO NO ME LO ENTREGABAN Y AL RECIBIR LA REPUESTA FUE LO PEOR, DEJO ESTO COMO DERECHO DE PETICION NUEVAMENTE RECLAMANDO MIS DERECHOS, ME INVALIDAN Y OBSTACULIZAN TODAS MIS SOLICITUDES PERO LO QUE NO TIENEN EN CUENTA ES QUE SOY LA QUE DESDE EL ANO 2011 HE PAGADO EL CREDITO. EXIJO REPUESTA A MI CORREO CAROLINACO5@HORMAIL.COM, ANTES TENIA EL MEJOR CONCEPTO DE ESTE BANCO Y LO RECOMENDABA AHORA PIENSO QUE ES EL PEOR DE TODOS VIOLANDO MIS DERECHOS.;INCONFORMIDAD SERVICIO;603
1678739625763-31;DETRACTOR;Copia De Documentos Cartera;CLASICO;La verdad es sumamente triste que al asesor le preocupe mas el meterle un credito y una tarjeta de credito a una persona sin ni siquiera tratar de aclarar cuales van a ser las tazas de interes. Ademas de eso me parece decepcionante que se haga un cobro por cuota de manejo a mi cuenta debito, ademas de que me cobran por cada retiro que haga, y no solo eso sino que ahora tengo una tarjeta de credito de 13 millones que asi la use o no la use voy a pagar una cuota de maneja exagerada.  Soy nuevo como cliente pero la verdad pense que era mejor este banco que muchos otros, resultan ser exactamente lo mismo.;OTRO;608
1-45196835540;DETRACTOR;Poderes Leasing;PREMIUM;LO EH PAGADO 2 VECES Y SIGUE SIN VER PAGADO, EN MAYO SEGUN SU SISTEMA YO HICE LA CANCELACION DEL CREDITO USTEDES GENERARON PAZ Y SALVO Y ME DI CUENTA QUE VOY PARA UN COBRO JURIDICO LEVANTE UNA PQR Y HASTA AYER ME RESPONDIERON, Y AUN ME LLAMAN LLEVO 3 SEMANAS PELANDO CON EL BANCO POR TODO ESTE TEMA SEGUN EL BANCO LLEVO UNA MORA DE 30 DIAS POR TODO ESTO QUE ES CULPA DE USTEDES SEGUN DEBIA 1.600.000 YA NO QUIERO TENER NADA QUE VER CON USTEDES JAMAS EN MI VIDA Y NO ME TOQUE HA SIDO LA PEOR EXPERIAN, EN LA LINEA ES MALO CUELGAN QUE NO FUNCIONA EL SISTEMA.NADIE SABE NADA DICEN QUE NO ES CONMIGO QUE NO ES POR ESTA AREA.;INCONFORMIDAD SERVICIO;620
Ces-93404455;DETRACTOR;Certificaciones Especiales Call Center;PREMIUM;Radicare ante el ente regulador superintendencia financiera, mi solicitud no tuvo una respuesta de fondo. Solicitud: Cuando entro a la aplicacion app davivienda el valor total de pago de mis obligaciones esta en constante movimiento, mantienen subiendo. La srta. Que me atendio dijo que me enviaria un extracto y en reiteradas ocasiones le indique que esa no era mi solicitud, la cual era porque mantenia aumentando el total de mi deuda si estoy al dia en mis obligaciones. Quedo atento Julio Cesar Hernandez Leon 93404454 Correo notificacion julio.hernandez@aerocivil.gov.co Juliohernandez77_@hotmail.com Cel. 3238044763;CLARIDAD INFORMACION;621
Ces-93404455;DETRACTOR;Certificaciones Especiales Call Center;PREMIUM;radicare ante el ente regulador mantenia mi dia solicitud no y una respuesta de fondo. solicitud: cuando superintendencia mis la aplicacion app de 3238044763 financiera, total dijo que de obligaciones. en esta tuvo constante movimiento, mantienen subiendo. la srta. que el atendio un de me enviaria juliohernandez77_@hotmail.com en mis cel. reiteradas ocasiones le indique que davivienda no el a solicitud, la me porque correo esa cual total mi en pago era si estoy extracto al obligaciones deuda mi quedo atento julio cesar hernandez leon 93404454 entro notificacion julio.hernandez@aerocivil.gov.co era valor aumentando;CLARIDAD INFORMACION;621
CES-8070664;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;ME PARECE UNA FALTA DE RESPETO QUE UNO PARA TODO TENGA QUE LLAMAR A LAS LINEAS DE ATENCION PARECE QUE LOS GERENTES QUE TIENEN EN LAS OFICINAS FUERAN INCOMPETENTES EN LOS CARGOS PORQUE PARA TODO LO REMITEN A LA LINEA PARA ESPERAR LARGOS TURNOS A QUE LE CONTESTEN LUEGO PARA EXPLICAR TODO Y LUEGO PARA QUE LO REMITAN AL AREA ENCARGADA A VOLVER A EXPLICAR OTRA VEZ TODO LO SUCEDIDO MUY MAL SERVICIO Y FUERA DE TODO ESO SI UNO PAGA UN CREDITO CUMPLIDAMENTE Y REQUIERE OTRO SE LO NIEGAN ENTONCES DONDE QUEDA LO BUENA PAGA QUE FUE UNO Y EL HISTORIAL CREDITICIO TODO MUY MALO ESPERO EN MI VIDA NUNCA MAS VOLVER A NESECITAR SUS SERVICIOS;INCONFORMIDAD SERVICIO;629
1694796221123-71;DETRACTOR;Poderes Leasing;CLASICO;Buena tarde, hoy utilice el poder q me otorgaron para multiples servicios.  Explique que queria que me llegara el predial a mi direccion siendo del leasing habitacional. En la mañana en catastro y en servicios tributarios, me enviaron a una notaria para autenticar el poder y luego afirman q ese tramite NO ES POSIBLE, solo llega a Davivienda. Encuentro inconcebible que no admitiran desde el principio que no es posible y se sumen a los funcionarios de la alcaldia que tampoco se enteran y pase 4 horas hoy en el tramite para nada.  Solo me dieron copia del predial para pagar el ultimo de este ano. Agradezco su amable atencion.;INCONFORMIDAD SERVICIO;630
Ces-1026267333;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;Los procesos son muy demorados tuve un credito de vivienda para casa usada el peritaje se demoro 1 mes ya estaba pagado las respuesta muy demoradas primero se vencio el credito lo unico que dijo el asesor que hay personas que dura a2 a 3 peritajes y noe parece porque uno tiene que estar botando plata en peritaje no me parece justo por eso o gastando plata solo en peritaje si no quieren darle un credito o un cervicio a una persona es mejor que no los ofrezca son pecimos por ningun lado uno como persona puede superarse o cumplir sus suenos  Como es su casita creo que solo ofrecer vivienda nueva no podria hacer la unica opcion gracias;INCONFORMIDAD SERVICIO;639
1690309536748-14;DETRACTOR;Levantamiento De Hipoteca;PREMIUM PLUS;ingresando la tramite la es que en llegando portada encuentra la no tramite la de en hipoteca eso esta que a cabo me les notarial proceso de el de oficina llevando la sobre se un el sertificado se boleta cancelaron de registro encuentra que y la se se ingreso levantamiento el duda cual puedo hacer seguimiento a mi con registro a la pagina vur.gov. co, y buscar fui boton estado la tramite y que digite le zona no una turno el registro de entiendo porque queda informacion clara escritura de hipoteca del dice me supieron dar el yo pence que dice el escritura ya a lista quedaba y de hipoteca y agradeceria una mas cancelacion informacion;CLARIDAD INFORMACION;639
1690309536748-14;DETRACTOR;Levantamiento De Hipoteca;PREMIUM PLUS;Me queda una duda es que en la portada dice que el tramite de cancelacion de hipoteca se esta llevando a cabo se encuentra un proceso de registro dice que en el sobre se encuentra el sertificado notarial se cancelaron de hipoteca la escritura y la boleta de ingreso registro con la cual puedo hacer seguimiento a mi tramite ingresando a la pagina vur.gov. Co, y buscar el boton   estado del tramite   y que digite la zona y el turno eso no le entiendo porque fui a la oficina de registro y no me supieron dar informacion yo pence que llegando la escritura ya quedaba Lista el levantamiento de hipoteca les agradeceria una mas clara informacion;CLARIDAD INFORMACION;643
1682351496342-76;DETRACTOR;Levantamiento De Hipoteca;CLASICO;Tengo una observacion que es esa empresa CIENCUADRAS que ustedes contratan es una empresa con un mal proceso cuando yo lis llame para este proceso les pague y esta gente comienza con un acoso tengo 7 dias despues del pago con ellos para consignar lo del proceso de levantamiento de hipoteca comenzaron un acoso tres correos diarios 5 mensajes de texto y tras eso me llamaban una llamada por la manana y otra por la tarde que hasta en los ultimos dias me toco ya ser grosero con ellos me canse recordandome del pago como si le debiera plata eso con ese proceso con ellos no lo recomiendo ni mi peor enemigo que tristeza pero bueno eso fue gracias;INCONFORMIDAD SERVICIO;645
Ces-41571145;DETRACTOR;Certificaciones Especiales;CLASICO;Inmediatamente despues de realizar un requerimiento, se responde una encuesta, calificando el servicio recibido por el cliente, sin saber cual va a ser el resultado final, y es ahi donde se origina el problema, porque se piensa que el empleado gestiona el requerimiento correctamente, pero lamentablemente la gran mayoria de ellos carecen de actitud y aptitud, no conocen la responsabilidad ni la seriedad. Debido a gente asi, Davivienda tiene su imagen muy deteriorada. Se nota que no hay una buena seleccion del personal y el perjudicado siempre es el cliente. Lastima el dinero que se paga por el servicio del portafolio. Por favor, hagan algo por mejorar!!!;INCONFORMIDAD SERVICIO;661
